ind founded people temple commune	manufacturer company city vcrs undecided voter temple commune	hum
ind athlete makes money sports merchandise sales	ind athlete	hum
count many bends standard paper clip	None	num
ind discovered electricity	manufacturer company city vcrs undecided voter	hum
body part body contains corpus callosum	None	enty
ind first american space	ind first american	hum
country two south american countries n border brazil	plural reference word age term step plate culture overseas market faith system economy market economy nation latin american country emerging economy	loc
cremat album put beatles cover time 1967	cremat album put beatles case sensitive issue milestone album policy event	enty
cremat poem contains line grow old best yet	None	enty
def dental root canal	def dental root canal desc	desc
event war wan na go home riots occur	None	enty
date busiest air travel season	None	num
body colored part eye called	None	enty
def hook worms	None	desc
rose bowl played	installation event venue landmark high profile event	loc
gr japanese car maker biggest percentage sale domestic market	gr japanese car	hum
ind mayor marbella	manufacturer company city vcrs undecided voter marbella hum	hum
sun blasted 14 mile wide valley north mojave desert	company factor element renewable energy source object town valley north mojave	loc
date year thatcher become prime minister	politician wheat background leader world leader defendant union function organization researcher information	num
count many months take moon revolve around earth	many months object bright object planet celestial object word planet inert material absorbent material element material	num
49 steps	city s main attraction model factor state lesion characteristic	loc
date year de gaulle elected president france	contemporary politician person statesman guttersnipe name european country nation member state state developed country	num
ind sings themes dawson creek felicity	ind sings themes community northern community airport location area regional airport	hum
ind directed jaws	manufacturer company city vcrs undecided voter	hum
cremat v show could tom terrific found	None	enty
gr indian tribe f troop perpetually battle	gr indian	hum
desc indian pudding come	desc indian	desc
reason clothing labels say use nonchlorine bleach	nonchlorine bleach desc	desc
count many colonies involved american revolution	event topic war revolution historical event	num
city name city maurizio pellegrin lives	city maurizio	loc
find pictorial directions build simple treehouse	None	loc
sport game board shows territories irkutsk yakutsk kamchatka	sport game board city region area district locality yakutsk kamchatka	enty
ind name managing director apricot computer	ind name apricot computer	hum
title occupation nicholas cage	None	hum
reason horseshoes bring luck	None	desc
def 401 k plan	asset payroll datum tax qualified contract pension account benefit	desc
reason causes pneumonia	None	desc
date three winter months southern hemisphere	three winter months	num
def gringo mean	def gringo	desc
country country contains africa northernmost point	africa	loc
dismed therapy attempts elicit primal scream	None	enty
kalahari desert	dry region gem remote area desert area harsh climate	loc
gr ventura county police department seized largest cocaine shipment history	gr ventura county police department	hum
city city sometimes called gotham	city city	loc
body dangles tongue palate	None	enty
ind created dennis menace	None	hum
ind dummy received honorary degree northwestern university	ind dummy degree northwestern university	hum
date first wall street journal published	term ordinal term numerical ordinal circuit ordinal number publication newspaper medium outlet national publication medium	num
country countries largest areas forest	None	loc
manner start web based business	None	desc
ind name alvin brothers	ind name alvin brothers	hum
def eagle syndrome styloid process	None	desc
manner jayne mansfield die	woman celebrity beauty icon star top performer	desc
date royal wedding prince andrew fergie take place	andrew fergie	num
ind actor said day races	ind actor calendar view information necessity term short period	hum
ind explorer nicknamed iberia pilot	ind explorer nicknamed	hum
date cnn began broadcasting year	None	num
termeq ball hits foul pole called	termeq	enty
reason makes hamburgers taste like steakburgers	None	desc
gr company created internet browser mosaic	gr company browser mosaic hum	hum
event rites accompanying circumcision newly born child judaism called	None	enty
education system 1960	largest earthquake medical dictionary web connected phone rtas web-connected phone	enty
city south american city world highest commercial landing field	plate culture overseas market faith system economy	loc
manner find cities cable modem access	None	desc
reason betsy ross famous	name specialty flag historical reenactor individual figure	desc
count many species sharks	None	num
def snoogans	def snoogans desc	desc
count many people world	None	num
plant shrubs planted safe deer	plant shrubs planted safe	enty
gr organization offices broken watergate 1972	gr organization offices broken film soundtrack item game study trouble	hum
desc design ship titanic	desc design ship titanic	desc
exp stand	exp stand abbr	abbr
techmeth name technique widely used detect birth defects	None	enty
desc daily requirement folic acid expectant mother	desc daily requirement folic acid expectant	desc
